,Rank,Code,Company,Sector,Mkt Cap,Code_asx,Annual % increase,Volatility
1307,1467,EVR,EV Resources Ltd,Materials,$25.93 M,EVR.AX,33.33,0.9173076341584933
1308,1468,E2M,E2 Metals Ltd,Materials,$25.89 M,E2M.AX,-58.07,0.8844010969385271
1309,1469,GW1,Greenwing Resources Ltd,Materials,$25.88 M,GW1.AX,-16.0,1.0133378566176967
1310,1470,ECT,Environmental Clean Technologies Ltd,Industrials,$25.74 M,ECT.AX,15.39,82.87203845110145
1311,1471,DDB,Dynamic Group Holdings Ltd,Industrials,$25.68 M,DDB.AX,-35.63,0.5329205167070669
1312,1472,TZL,TZ Ltd,Information Technology,$25.61 M,TZL.AX,17.35,0.8606171920114806
1313,1473,MMA,Maronan Metals Ltd,Materials,$25.5 M,MMA.AX,70.0,0.8267272261156999
1314,1474,8CO,8COMMON Ltd,Information Technology,$25.48 M,8CO.AX,-11.54,0.9731809542080069
1315,1475,TCG,Turaco Gold Ltd,Materials,$25.24 M,TCG.AX,-41.0,0.7924084387032695
1316,1476,LNY,Laneway Resources Ltd,Materials,$25.21 M,LNY.AX,4.35,1.571192437996006
1317,1477,NGY,Nuenergy Gas Ltd,Energy,$25.18 M,NGY.AX,-57.5,0.8557701307198021
1318,1478,EME,Energy Metals Ltd,Energy,$25.16 M,EME.AX,-31.43,1.1360903831141553
1319,1479,CNW,Cirrus Networks Holdings Ltd,Information Technology,$25.11 M,CNW.AX,-6.9,0.5104606878893815
1320,1480,NSB,Neuroscientific Biopharmaceuticals Ltd,Health Care,$25.11 M,NSB.AX,-48.53,0.7157024180974505
1321,1481,IOU,Ioupay Ltd,Communication Services,$24.93 M,IOU.AX,-80.85,0.9570761933161641
1322,1482,QXR,QX Resources Ltd,Materials,$24.92 M,QXR.AX,81.25,1.3586495983583813
1323,1483,BGT,Bio-Gene Technology Ltd,Materials,$24.78 M,BGT.AX,-24.32,1.0403669138454918
1324,1484,AXI,Axiom Properties Ltd,Real Estate,$24.66 M,AXI.AX,-12.31,1.0873943267593829
1325,1485,AON,Apollo Minerals Ltd,Materials,$24.54 M,AON.AX,-43.96,0.8034743828053995
1326,1486,SNG,Siren Gold Ltd,Materials,$24.49 M,SNG.AX,3.57,0.8160970422737601
1327,1487,1AE,Aurora Energy Metals Ltd,Materials,$24.46 M,1AE.AX,5.0,1.4724849099376554
1328,1488,CLE,Cyclone Metals Ltd,Materials,$24.42 M,CLE.AX,-55.56,2.057777053609074
1329,1489,PAA,Pharmaust Ltd,Health Care,$24.4 M,PAA.AX,-16.3,0.5184195950345295
1330,1490,JAL,Jameson Resources Ltd,Materials,$24.37 M,JAL.AX,-17.65,0.4402281716116668
1331,1491,VBC,Verbrec Ltd,Industrials,$24.36 M,VBC.AX,-21.43,0.7527564885228788
1332,1492,LBT,LBT Innovations Ltd,Health Care,$24.31 M,LBT.AX,-6.17,0.7578731785868668
1333,1493,DCL,Domacom Ltd,Financials,$24.23 M,DCL.AX,0.0,0.0
1334,1494,PVW,PVW Resources Ltd,Materials,$24.19 M,PVW.AX,79.31,1.1498877145768283
1335,1495,VMC,Venus Metals Corporation Ltd,Materials,$24.17 M,VMC.AX,-13.51,0.7482899405651166
1336,1496,AQN,Aquirian Ltd,Industrials,$24 M,AQN.AX,50.0,0.6757035793826076
1337,1497,CDT,Castle Minerals Ltd,Materials,$23.99 M,CDT.AX,71.43,1.1815979721109744
1338,1498,EQX,Equatorial Resources Ltd,Materials,$23.93 M,EQX.AX,-35.59,0.5506022139575423
1339,1499,AVE,Avecho Biotechnology Ltd,Health Care,$23.89 M,AVE.AX,-23.53,1.014243689980583
1340,1500,FFG,Fatfish Group Ltd,Financials,$23.83 M,FFG.AX,-65.67,0.866709896146094
1341,1501,RRR,Revolver Resources Holdings Ltd,Materials,$23.76 M,RRR.AX,40.0,1.1099432986617987
1342,1502,OPY,Openpay Group Ltd,Financials,$23.74 M,OPY.AX,-89.93,0.7495441427927475
1343,1503,IDA,Indiana Resources Ltd,Materials,$23.74 M,IDA.AX,-26.03,0.6324360517497806
1344,1504,QEM,QEM Ltd,Materials,$23.72 M,QEM.AX,21.88,0.7900073777142071
1345,1505,AAU,Antilles Gold Ltd,Materials,$23.68 M,AAU.AX,-9.46,0.500476796745989
1346,1506,NAG,Nagambie Resources Ltd,Materials,$23.6 M,NAG.AX,-42.5,0.7209895840032289
1347,1507,BNZ,BENZ Mining Corp,Materials,$23.59 M,BNZ.AX,-45.12,0.7463549313190263
1348,1508,SUV,Suvo Strategic Minerals Ltd,Materials,$23.47 M,SUV.AX,-71.43,0.6556333650097469
1349,1509,NYR,Nyrada Inc,Health Care,$23.4 M,NYR.AX,-48.28,0.7079069019514216
1350,1510,CGA,Contango Asset Management Ltd,Financials,$23.33 M,CGA.AX,-51.26,0.5353073505608434
1351,1511,ANL,Amani Gold Ltd,Materials,$23.29 M,ANL.AX,0.0,5.631286714000173
1352,1512,AXP,AXP Energy Ltd,Energy,$23.25 M,AXP.AX,0.0,1.5926676426274236
1353,1513,SCN,Scorpion Minerals Ltd,Materials,$23.23 M,SCN.AX,16.67,0.7841573467017614
1354,1514,GOAT,Vaneck Morningstar International Wide Moat ETF,Financials,$23.15 M,GOAT.AX,-3.22,0.14479699906711951
1355,1515,WTL,WT Financial Group Ltd,Financials,$23.12 M,WTL.AX,2.86,0.5513800261022568
1356,1516,ICS,Icsglobal Ltd,Health Care,$23.05 M,ICS.AX,0.0,0.09370745098501064
1357,1517,PPY,Papyrus Australia Ltd,Materials,$23.01 M,PPY.AX,96.0,0.9325127388843703
1358,1518,IMR,Imricor Medical Systems Inc,Health Care,$22.97 M,IMR.AX,-91.8,1.0416662692790126
1359,1519,JAY,Jayride Group Ltd,Industrials,$22.93 M,JAY.AX,-50.0,0.7489341694248061
1360,1520,GSN,Great Southern Mining Ltd,Materials,$22.89 M,GSN.AX,-4.44,0.8581339132458826
1361,1521,FLX,FELIX Group Holdings Ltd,Information Technology,$22.89 M,FLX.AX,-35.19,0.6926187211453001
1362,1522,EFE,Eastern Resources Ltd,Materials,$22.87 M,EFE.AX,53.33,1.7299045027005606
1363,1523,EVZ,EVZ Ltd,Industrials,$22.83 M,EVZ.AX,31.03,0.6236188829474099
1364,1524,VN8,VONEX Ltd,Communication Services,$22.68 M,VN8.AX,-47.69,0.6381542689783603
1365,1525,MCE,Matrix Composites & Engineering Ltd,Energy,$22.64 M,MCE.AX,19.23,0.7669187194517046
1366,1526,PEC,Perpetual Resources Ltd,Materials,$22.64 M,PEC.AX,-61.67,0.7427382579625262
1367,1527,SKY,SKY Metals Ltd,Materials,$22.61 M,SKY.AX,-45.46,0.7839591968488028
1368,1528,ZNO,ZOONO Group Ltd,Materials,$22.47 M,ZNO.AX,-78.05,0.8825941959407295
1369,1529,MKR,Manuka Resources Ltd,Materials,$22.45 M,MKR.AX,-42.42,0.6375678469797217
1370,1530,MEL,Metgasco Ltd,Energy,$22.32 M,MEL.AX,-7.94,0.7868130486954777
1371,1531,GFL,Global Masters Fund Ltd,Financials,$22.3 M,GFL.AX,-12.97,0.21884282587871207
1372,1532,OKR,Okapi Resources Ltd,Materials,$22.26 M,OKR.AX,0.0,1.1386584677169325
1373,1533,MKG,Mako Gold Ltd,Materials,$22.17 M,MKG.AX,-30.95,0.6032434349686647
1374,1534,RCL,Readcloud Ltd,Information Technology,$22.16 M,RCL.AX,-48.61,0.621505533702824
1375,1535,HFY,Hubify Ltd,Communication Services,$22.12 M,HFY.AX,-32.84,0.912539165433269
1376,1536,COO,Corum Group Ltd,Information Technology,$22.08 M,COO.AX,-55.42,0.6197549501482323
1377,1537,MOZ,Mosaic Brands Ltd,Consumer Discretionary,$22.05 M,MOZ.AX,-66.12,0.8514225712696767
1378,1538,CLB,Candy Club Holdings Ltd,Consumer Staples,$22.05 M,CLB.AX,-58.62,0.7559505157382936
1379,1539,RTH,Ras Technology Holdings Ltd,Industrials,$22.05 M,RTH.AX,-67.67,0.8617969602987978
1380,1540,EX1,Exopharm Ltd,Health Care,$22.01 M,EX1.AX,-72.28,0.8306388801866025
1381,1541,VAL,Valor Resources Ltd,Materials,$21.95 M,VAL.AX,-40.0,1.344357984028059
1382,1542,RGL,Riversgold Ltd,Materials,$21.93 M,RGL.AX,-8.56,1.1258188478818882
1383,1543,TCF,360 Capital Enhanced Income Fund,Financials,$21.9 M,TCF.AX,-6.85,0.1746119778706173
1384,1544,FRX,Flexiroam Ltd,Communication Services,$21.81 M,FRX.AX,25.93,0.9508559033231979
1385,1545,AML,Aeon Metals Ltd,Materials,$21.8 M,AML.AX,-69.44,0.7508291452619997
1386,1546,MCM,MC Mining Ltd,Energy,$21.74 M,MCM.AX,10.0,1.2100837617606532
1387,1547,HSC,HSC Technology Group Ltd,Information Technology,$21.73 M,HSC.AX,-47.37,0.8841559838138725
1388,1548,PNM,Pacific Nickel Mines Ltd,Materials,$21.7 M,PNM.AX,60.0,1.1087938142697076
1389,1549,SGQ,ST George Mining Ltd,Materials,$21.7 M,SGQ.AX,-56.34,0.6680891235796842
1390,1550,TIA,Tian An Australia Ltd,Real Estate,$21.65 M,TIA.AX,-19.36,0.32145342308843444
1391,1551,EMB,Embelton Ltd,Industrials,$21.58 M,EMB.AX,-17.36,0.19872320690231438
1392,1552,ENA,Ensurance Ltd,Financials,$21.55 M,ENA.AX,14.29,0.7609934415484273
1393,1553,DCC,Digitalx Ltd,Information Technology,$21.53 M,DCC.AX,-40.82,0.926048411840296
1394,1554,Z2U,ZOOM2U Technologies Ltd,Information Technology,$21.52 M,Z2U.AX,-10.0,1.0692705205133586
1395,1555,NIM,Nimy Resources Ltd,Materials,$21.46 M,NIM.AX,115.0,0.9801395574701406
1396,1556,TYX,Tyranna Resources Ltd,Materials,$21.45 M,TYX.AX,133.33,1.5928449083553922
1397,1557,ADX,ADX Energy Ltd,Energy,$21.42 M,ADX.AX,0.0,1.0125983495185251
1398,1558,TON,Triton Minerals Ltd,Materials,$21.4 M,TON.AX,-51.43,0.8122360950583168
1399,1559,WLS,WCM Global Long Short Ltd,Financials,$21.32 M,WLS.AX,-8.94,0.29089590472388266
1400,1560,OLI,Oliver's Real Food Ltd,Consumer Discretionary,$21.28 M,OLI.AX,0.0,0.0
1401,1561,MM8,Medallion Metals Ltd,Materials,$21.21 M,MM8.AX,-18.37,0.7171284931035535
1402,1562,HMD,Heramed Ltd,Health Care,$21.19 M,HMD.AX,-64.91,0.8833792329054662
1403,1563,BUD,Buddy Technologies Ltd,Consumer Discretionary,$21.08 M,BUD.AX,-86.05,1.1918352868842879
1404,1564,CGN,Crater Gold Mining Ltd,Materials,$21.06 M,CGN.AX,6.25,0.0
1405,1565,AOU,Auroch Minerals Ltd,Materials,$21.06 M,AOU.AX,-65.46,0.7936211106257808
1406,1566,S66,Star Combo Pharma Ltd,Consumer Staples,$20.85 M,S66.AX,-38.0,0.680191261448551
1407,1567,HLF,Halo Food Co. Ltd,Consumer Staples,$20.84 M,HLF.AX,-56.67,0.594866739595079
1408,1568,OEC,Orbital Corporation Ltd,Industrials,$20.47 M,OEC.AX,-73.41,0.8614295113592071
1409,1569,ESR,Estrella Resources Ltd,Materials,$20.41 M,ESR.AX,-65.31,0.8315156677015194
1410,1570,CAG,Cape Range Ltd,Information Technology,$20.41 M,CAG.AX,16.22,0.8333646287907072
1411,1571,ATX,Amplia Therapeutics Ltd,Health Care,$20.37 M,ATX.AX,-53.86,0.7365628185917856
1412,1572,IHR,Intellihr Ltd,Information Technology,$20.35 M,IHR.AX,-73.91,0.7426371163090097
1413,1573,WNX,Wellnex Life Ltd,Consumer Staples,$20.32 M,WNX.AX,-87.36,1.1841883948005498
1414,1574,ECP,ECP Emerging Growth Ltd,Financials,$20.17 M,ECP.AX,-23.61,0.3681762848468294
1415,1575,LCL,Los Cerros Ltd,Materials,$20.17 M,LCL.AX,-81.77,0.7965239953142847
1416,1576,WWG,Wiseway Group Ltd,Industrials,$20.08 M,WWG.AX,-59.55,0.8339470495704734
1417,1577,GLE,GLG Corp Ltd,Consumer Discretionary,$20.01 M,GLE.AX,-25.0,0.5574575037907513
1418,1578,PNX,PNX Metals Ltd,Materials,$20 M,PNX.AX,-41.81,1.2659951489001342
1419,1579,WEMG,SPDR S&P Emerging Markets Carbon Control Fund,Financials,$19.98 M,WEMG.AX,-16.46,0.17739419366190576
1420,1580,MQR,Marquee Resources Ltd,Materials,$19.96 M,MQR.AX,18.52,1.0967030758378473
1421,1581,OPN,Openn Negotiation Ltd,Industrials,$19.94 M,OPN.AX,-15.0,0.865095599853635
1422,1582,PWN,Parkway Corporate Ltd,Materials,$19.92 M,PWN.AX,-21.74,0.8993684342664799
1423,1583,AGH,Althea Group Holdings Ltd,Health Care,$19.91 M,AGH.AX,-80.31,0.7727785471257557
1424,1584,IPT,Impact Minerals Ltd,Materials,$19.85 M,IPT.AX,-36.51,0.9776576475948856
1425,1585,TYM,TYMLEZ Group Ltd,Information Technology,$19.79 M,TYM.AX,66.67,1.4079479670378425
1426,1586,CETF,Vaneck Ftse China A50 ETF,Financials,$19.78 M,CETF.AX,-11.5,0.22477931302164475
1427,1587,GMR,Golden Rim Resources Ltd,Materials,$19.78 M,GMR.AX,-47.5,0.9232039856700643
1428,1588,MVL,Marvel Gold Ltd,Materials,$19.72 M,MVL.AX,-41.89,0.5560841346491643
1429,1589,JCS,Jcurve Solutions Ltd,Information Technology,$19.7 M,JCS.AX,3.45,0.5642227755749556
1430,1590,HGL,Hudson Investment Group Ltd,Real Estate,$19.59 M,HGL.AX,50.0,0.17127454239981219
1431,1591,WRK,WRKR Ltd,Information Technology,$19.58 M,WRK.AX,-42.86,0.8687339282489485
1432,1592,TKM,Trek Metals Ltd,Materials,$19.57 M,TKM.AX,1.61,1.0614582448727237
1433,1593,ZEU,ZEUS Resources Ltd,Energy,$19.5 M,ZEU.AX,-1.11,0.36235629903824607
1434,1594,DEL,Delorean Corporation Ltd,Utilities,$19.41 M,DEL.AX,-56.1,0.6319155182632387
1435,1595,GTR,Gti Energy Ltd,Materials,$19.4 M,GTR.AX,-39.05,1.0758750627801446
1436,1596,FFT,Future First Technologies Ltd,Industrials,$19.22 M,FFT.AX,-51.1,0.8769783559590932
1437,1597,CUF,Cufe Ltd,Materials,$19.17 M,CUF.AX,-60.0,0.9426804750914393
1438,1598,EQE,EQUUS Mining Ltd,Materials,$19.15 M,EQE.AX,-45.0,0.9808443635880821
1439,1599,MRZ,Mont Royal Resources Ltd,Materials,$19.11 M,MRZ.AX,14.0,0.8671777782631138
1440,1600,MGU,Magnum Mining and Exploration Ltd,Materials,$19.09 M,MGU.AX,-77.5,0.833356821487002
1441,1601,CAV,Carnavale Resources Ltd,Materials,$19.03 M,CAV.AX,0.0,1.1692432317917045
1442,1602,AQD,Ausquest Ltd,Materials,$18.98 M,AQD.AX,9.52,0.8986415918778102
1443,1603,BEM,Blackearth Minerals NL,Materials,$18.92 M,BEM.AX,-29.29,0.7872242485485302
1444,1604,FPP,Fat Prophets Global Property Fund,Real Estate,$18.91 M,FPP.AX,-12.63,0.29179149810585425
1445,1605,KAU,Kaiser Reef Ltd,Materials,$18.83 M,KAU.AX,-38.83,0.669614703840011
1446,1606,AMT,Allegra Orthopaedics Ltd,Health Care,$18.8 M,AMT.AX,-10.0,0.5764918159407109
1447,1607,VPR,Volt Power Group Ltd,Utilities,$18.69 M,VPR.AX,-33.33,2.1565600522045854
1448,1608,ADV,Ardiden Ltd,Materials,$18.68 M,ADV.AX,-12.5,1.241688811907638
1449,1609,ODY,Odyssey Gold Ltd,Materials,$18.64 M,ODY.AX,-70.83,0.5362297207094177
1450,1610,YRL,Yandal Resources Ltd,Materials,$18.57 M,YRL.AX,-69.02,0.7124077627027993
1451,1611,LPM,Lithium Plus Minerals Ltd,Materials,$18.52 M,LPM.AX,66.0,1.3251378869384596
1452,1612,INL,Innlanz Ltd,Consumer Discretionary,$18.48 M,INL.AX,9.26,0.44058362094410586
1453,1613,AHI,Advanced Human Imaging Ltd,Information Technology,$18.34 M,AHI.AX,-90.98,1.2658125175909516
1454,1614,PIL,Peppermint Innovation Ltd,Information Technology,$18.34 M,PIL.AX,-43.75,1.1412082797984435
1455,1615,CY5,CYGNUS Gold Ltd,Materials,$18.29 M,CY5.AX,40.91,0.8504134875854443
1456,1616,DRM,Demetallica Ltd,Materials,$18.24 M,DRM.AX,-16.0,0.6619475465502578
1457,1617,IMC,Immuron Ltd,Health Care,$18.22 M,IMC.AX,-50.0,0.7773466842027505
1458,1618,SKF,SKYFII Ltd,Information Technology,$18.22 M,SKF.AX,-61.74,0.6453622291258806
1459,1619,EDU,EDU Holdings Ltd,Consumer Discretionary,$18.13 M,EDU.AX,-15.63,0.5746817209140701
1460,1620,MRL,Mayur Resources Ltd,Materials,$18.12 M,MRL.AX,-64.29,1.1141202289500234
1461,1621,GML,Gateway Mining Ltd,Materials,$18.08 M,GML.AX,-60.0,0.8909973004361044
1462,1622,FOD,The Food Revolution Group Ltd,Consumer Staples,$17.99 M,FOD.AX,-26.92,0.7028707509217724
1463,1623,PTR,Petratherm Ltd,Materials,$17.98 M,PTR.AX,50.94,1.992189972596713
1464,1624,BCC,Beam Communications Holdings Ltd,Information Technology,$17.72 M,BCC.AX,-14.58,0.6941782385750145
1465,1625,ECS,ECS Botanics Holdings Ltd,Health Care,$17.71 M,ECS.AX,-57.9,0.792604251004617
1466,1626,RDM,Red Metal Ltd,Materials,$17.68 M,RDM.AX,-48.57,0.6455246654176652
1467,1627,CNQ,Clean TEQ Water Ltd,Industrials,$17.64 M,CNQ.AX,-34.17,0.8042742650432293
1468,1628,RWD,Reward Minerals Ltd,Materials,$17.58 M,RWD.AX,-10.0,0.834636788649532
1469,1629,COY,Coppermoly Ltd,Materials,$17.55 M,COY.AX,-20.0,0.9886083814918665
1470,1630,SNX,Sierra Nevada Gold Inc,Materials,$17.55 M,SNX.AX,-14.0,0.5214213873743521
1471,1631,TOU,Tlou Energy Ltd,Energy,$17.41 M,TOU.AX,-29.27,1.079653069798823
1472,1632,TPO,Tian Poh Resources Ltd,Materials,$17.39 M,TPO.AX,0.0,0.0
1473,1633,WRM,White Rock Minerals Ltd,Materials,$17.37 M,WRM.AX,-80.95,0.7221135561982492
1474,1634,WHK,Whitehawk Ltd,Consumer Discretionary,$17.31 M,WHK.AX,-49.33,0.8754896554684384
1475,1635,RAD,Radiopharm Theranostics Ltd,Health Care,$17.22 M,RAD.AX,-75.83,0.8285027996310518
1476,1636,TPC,TPC Consolidated Ltd,Utilities,$17.18 M,TPC.AX,-56.86,0.6113602192427804
1477,1637,VIG,Victor Group Holdings Ltd,Information Technology,$17.17 M,VIG.AX,0.0,0.0
1478,1638,XPN,Xpon Technologies Group Ltd,Information Technology,$17.15 M,XPN.AX,-45.0,0.7841403792237227
1479,1639,HPC,The Hydration Pharmaceuticals Company Ltd,Consumer Staples,$17.08 M,HPC.AX,-66.2,0.7527892856839785
1480,1640,AHN,Athena Resources Ltd,Materials,$17.07 M,AHN.AX,5.0,2.316735410059081
1481,1641,FTL,Firetail Resources Ltd,Materials,$16.99 M,FTL.AX,10.0,0.8697693694979055
1482,1642,AII,Almonty Industries Inc,Materials,$16.92 M,AII.AX,-5.0,0.3163144580683638
1483,1643,BIQ,Buildingiq Inc,Information Technology,$16.89 M,BIQ.AX,0.0,0.0
1484,1644,TSN,The Sustainable Nutrition Group Ltd,Consumer Staples,$16.88 M,TSN.AX,-62.16,0.8162446401893294
1485,1645,RGS,Regeneus Ltd,Health Care,$16.85 M,RGS.AX,-26.67,0.5160827065918724
1486,1646,MAN,Mandrake Resources Ltd,Materials,$16.82 M,MAN.AX,-76.55,0.8032911909599235
1487,1647,AC8,Auscann Group Holdings Ltd,Health Care,$16.74 M,AC8.AX,-62.0,0.4715104739912092
1488,1648,HIL,Hills Ltd,Information Technology,$16.7 M,HIL.AX,-46.67,0.5429657595971404
1489,1649,TMS,Tennant Minerals Ltd,Materials,$16.65 M,TMS.AX,17.39,1.127881746145037
1490,1650,WSI,Weststar Industrial Ltd,Materials,$16.61 M,WSI.AX,25.0,0.7582599975739601
1491,1651,LRL,Labyrinth Resources Ltd,Materials,$16.59 M,LRL.AX,-59.57,0.9904244461926237
1492,1652,TRT,Todd River Resources Ltd,Materials,$16.59 M,TRT.AX,-53.97,0.9982536934256284
1493,1653,SBW,Shekel Brainweigh Ltd,Information Technology,$16.56 M,SBW.AX,0.0,0.7564118293787419
1494,1654,GTI,Gratifii Ltd,Information Technology,$16.49 M,GTI.AX,-32.14,0.6778392777866098
1495,1655,ACU,Acumentis Group Ltd,Real Estate,$16.48 M,ACU.AX,-18.26,0.7709311233355229
1496,1656,ARO,Astro Resources NL,Materials,$16.47 M,ARO.AX,-12.5,1.736149504408096
1497,1657,MDC,Medlab Clinical Ltd,Health Care,$16.42 M,MDC.AX,-68.0,0.7025640947565204
1498,1658,AYI,A1 Investments & Resources Ltd,Financials,$16.42 M,AYI.AX,0.0,0.0
1499,1659,ORM,Orion Metals Ltd,Materials,$16.35 M,ORM.AX,150.0,0.9270287235318914
1500,1660,1AD,Adalta Ltd,Health Care,$16.34 M,1AD.AX,-59.61,0.5970371722100635
1501,1661,AU1,The Agency Group Australia Ltd,Real Estate,$16.29 M,AU1.AX,-24.0,0.5427326832322017
1502,1662,JNO,Juno Minerals Ltd,Materials,$16.28 M,JNO.AX,-33.33,0.8846299367148105
1503,1663,IME,Imexhs Ltd,Health Care,$16.27 M,IME.AX,-69.63,0.5637099348045749
1504,1664,HLX,HELIX Resources Ltd,Materials,$16.26 M,HLX.AX,-74.07,0.9428895546596648
1505,1665,ATP,Atlas Pearls Ltd,Consumer Discretionary,$16.26 M,ATP.AX,153.33,1.089967425972589
1506,1666,KP2,Kore Potash Plc,Materials,$16.24 M,KP2.AX,50.0,0.9457989384335802
1507,1667,CGO,CPT Global Ltd,Information Technology,$16.23 M,CGO.AX,-27.78,0.4856793727780471
1508,1668,GED,Golden Deeps Ltd,Materials,$16.17 M,GED.AX,7.69,1.3022411577922903
1509,1669,LLO,Lion One Metals Ltd,Materials,$16.14 M,LLO.AX,31.3,0.7317091030383784
1510,1670,WC8,Wildcat Resources Ltd,Materials,$16.13 M,WC8.AX,-3.85,1.056631291901136
1511,1671,ALA,Arovella Therapeutics Ltd,Health Care,$16.08 M,ALA.AX,-56.36,0.7487129476144397
1512,1672,MLM,Metallica Minerals Ltd,Materials,$15.98 M,MLM.AX,-27.27,0.8249062701026426
1513,1673,ACR,ACRUX Ltd,Health Care,$15.98 M,ACR.AX,-56.92,0.6631229439541421
1514,1674,14D,1414 Degrees Ltd,Industrials,$15.94 M,14D.AX,-14.13,0.7282726965539318
1515,1675,BGD,Barton Gold Holdings Ltd,Materials,$15.9 M,BGD.AX,-13.95,0.7044515017988872
1516,1676,SMX,Security Matters Ltd,Information Technology,$15.76 M,SMX.AX,-70.31,0.9507135740462527
1517,1677,LHM,Land & Homes Group Ltd,Real Estate,$15.74 M,LHM.AX,36.36,0.3833062281576423
1518,1678,QFE,Quickfee Ltd,Financials,$15.67 M,QFE.AX,-77.31,0.6380558269786989
1519,1679,CCZ,Castillo Copper Ltd,Materials,$15.59 M,CCZ.AX,-66.67,0.9084404948069609
1520,1680,N1H,N1 Holdings Ltd,Financials,$15.58 M,N1H.AX,200.0,0.9237718841645424
1521,1681,SLS,Solstice Minerals Ltd,Materials,$15.54 M,SLS.AX,-22.5,0.7245485021419579
1522,1682,ALO,Alloggio Group Ltd,Consumer Discretionary,$15.54 M,ALO.AX,-32.5,0.7832287556241324
1523,1683,KBC,Keybridge Capital Ltd,Financials,$15.51 M,KBC.AX,8.7,0.3467043135463712
1524,1684,KTA,Krakatoa Resources Ltd,Materials,$15.51 M,KTA.AX,-8.16,1.2420813177727335
1525,1685,LCE,London City Equities Ltd,Financials,$15.48 M,LCE.AX,12.22,0.09352834442555101
1526,1686,ADR,Adherium Ltd,Health Care,$15.46 M,ADR.AX,-58.82,1.113267091455488
1527,1687,MDI,Middle Island Resources Ltd,Materials,$15.3 M,MDI.AX,19.05,0.8222921260069402
1528,1688,MEI,Meteoric Resources NL,Materials,$15.26 M,MEI.AX,-80.39,0.8754391489187592
1529,1689,2BE,Tubi Ltd,Energy,$15.25 M,2BE.AX,0.0,0.0
1530,1690,EGY,Energy Technologies Ltd,Industrials,$15.25 M,EGY.AX,-58.74,0.6563361582512232
1531,1691,ASQ,Australian Silica Quartz Group Ltd,Materials,$15.22 M,ASQ.AX,-50.0,0.9170034086681218
1532,1692,BMH,Baumart Holdings Ltd,Industrials,$15.2 M,BMH.AX,-47.5,0.9078810560775742
1533,1693,RAG,Ragnar Metals Ltd,Materials,$15.17 M,RAG.AX,-40.3,1.0475240959288927
1534,1694,CCE,Carnegie Clean Energy Ltd,Utilities,$15.1 M,CCE.AX,-66.67,4.0510077715006325
1535,1695,TSL,Titanium Sands Ltd,Materials,$15.1 M,TSL.AX,-60.0,1.034579640049236
1536,1696,TCO,Transmetro Corporation Ltd,Consumer Discretionary,$14.99 M,TCO.AX,33.33,0.2156307156568061
1537,1697,BCT,Bluechiip Ltd,Information Technology,$14.96 M,BCT.AX,-34.21,1.0885954518684353
1538,1698,HGV,Hygrovest Ltd,Health Care,$14.95 M,HGV.AX,-17.72,0.3838665839523635
1539,1699,LIO,Lion Energy Ltd,Energy,$14.91 M,LIO.AX,-23.91,0.8699579705501717
1540,1700,MOQ,MOQ Ltd,Information Technology,$14.9 M,MOQ.AX,-70.25,0.7150013563997367
1541,1701,SCU,Stemcell United Ltd,Health Care,$14.7 M,SCU.AX,-6.67,0.3934423032314018
1542,1702,TEG,Triangle Energy (Global) Ltd,Energy,$14.69 M,TEG.AX,-50.0,1.0040336775750758
1543,1703,CLA,Celsius Resources Ltd,Materials,$14.66 M,CLA.AX,-60.0,1.0888919950448757
1544,1704,MTH,Mithril Resources Ltd,Materials,$14.65 M,MTH.AX,-66.67,0.9864972585452733
1545,1705,CHK,Cohiba Minerals Ltd,Materials,$14.65 M,CHK.AX,-47.06,0.8908432328820679
1546,1706,HPR,High Peak Royalties Ltd,Energy,$14.63 M,HPR.AX,25.0,0.7937941802149008
1547,1707,HYD,HYDRIX Ltd,Information Technology,$14.63 M,HYD.AX,-64.76,0.5649309686521345
1548,1708,NTM,NT Minerals Ltd,Materials,$14.58 M,NTM.AX,-65.67,0.8572404847089362
1549,1709,AJJ,Asian American Medical Group Ltd,Health Care,$14.54 M,AJJ.AX,11.77,0.3559676414271638
1550,1710,E33,East 33 Ltd,Consumer Staples,$14.52 M,E33.AX,-73.0,1.677181748961948
1551,1711,TRU,Truscreen Group Ltd,Health Care,$14.51 M,TRU.AX,-34.43,0.7370640472314229
1552,1712,LSA,Lachlan Star Ltd,Materials,$14.51 M,LSA.AX,-78.43,1.0339121089544139
1553,1713,CAZ,Cazaly Resources Ltd,Materials,$14.46 M,CAZ.AX,-20.41,0.5434343381364422
1554,1714,RIM,Rimfire Pacific Mining Ltd,Materials,$14.45 M,RIM.AX,0.0,1.2748104479297462
1555,1715,DCG,Decmil Group Ltd,Industrials,$14.43 M,DCG.AX,-80.0,0.717952531128422
1556,1716,HOR,Horseshoe Metals Ltd,Materials,$14.35 M,HOR.AX,116.67,2.00275941941602
1557,1717,WFL,Wellfully Ltd,Health Care,$14.34 M,WFL.AX,6.0,1.0555207523746442
1558,1718,KWR,Kingwest Resources Ltd,Materials,$14.34 M,KWR.AX,-23.38,1.0819452760612989
1559,1719,IR1,Iris Metals Ltd,Materials,$14.31 M,IR1.AX,20.0,0.8025765744525479
1560,1720,MXR,Maximus Resources Ltd,Materials,$14.31 M,MXR.AX,-34.78,0.7105164629220925
