Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap
1835,BCA,Black Canyon Ltd,$0.24,-4.08%,-6.00%,-21.67%,-6.00%,Materials,$10.48 M
1836,RCW,Rightcrowd Ltd,$0.04,2.56%,25.00%,-57.90%,-87.88%,Information Technology,$10.46 M
1837,MBK,Metal Bank Ltd,$0.00,0.00%,0.00%,-27.27%,-47.68%,Materials,$10.43 M
1838,LSR,Lodestar Minerals Ltd,$0.01,0.00%,-14.29%,-33.33%,-33.33%,Materials,$10.43 M
1839,PUA,Peak Minerals Ltd,$0.01,25.00%,-9.09%,-28.57%,-40.80%,Materials,$10.41 M
1840,MMG,Monger Gold Ltd,$0.26,13.04%,4.00%,-14.75%,30.00%,Materials,$10.41 M
1841,MCT,Metalicity Ltd,$0.00,0.00%,-14.29%,-40.00%,-68.85%,Materials,$10.38 M
1842,DLM,Dominion Minerals Ltd,$0.05,-1.96%,-7.41%,-23.08%,900.00%,Materials,$10.36 M
1843,AEI,Aeris Environmental Ltd,$0.04,0.00%,-2.33%,-27.59%,-72.00%,Industrials,$10.26 M
1844,SCL,Schrole Group Ltd,$0.30,15.69%,15.69%,-1.67%,-50.83%,Information Technology,$10.26 M
1845,LBY,Laybuy Group Holdings Ltd,$0.04,-9.09%,-14.89%,-42.86%,-92.86%,Information Technology,$10.19 M
1846,PSL,Paterson Resources Ltd,$0.03,0.00%,0.00%,7.14%,-28.57%,Materials,$10.18 M
1847,LYK,Lykos Metals Ltd,$0.17,6.45%,-8.33%,-41.07%,-17.50%,Materials,$10.15 M
1848,CPM,Cooper Metals Ltd,$0.38,-3.85%,-7.41%,-30.56%,87.50%,Materials,$10.13 M
1849,WEL,Winchester Energy Ltd,$0.01,0.00%,-16.67%,-28.57%,-33.33%,Energy,$10.1 M
1850,MXO,Motio Ltd,$0.04,0.00%,-2.38%,-10.87%,-59.00%,Communication Services,$10.1 M
1851,RLF,RLF Agtech Ltd,$0.12,9.09%,-14.29%,-27.27%,-40.00%,Materials,$10.07 M
1852,YOW,Yowie Group Ltd,$0.05,0.00%,-2.13%,-2.13%,12.20%,Consumer Staples,$10.05 M
1853,BDX,Bcal Diagnostics Ltd,$0.08,26.67%,8.57%,-24.00%,-69.60%,Health Care,$10.04 M
1854,PG1,Pearl Global Ltd,$0.01,-4.76%,-23.08%,-33.33%,-81.68%,Industrials,$10.02 M
1855,HCD,Hydrocarbon Dynamics Ltd,$0.02,-5.56%,21.43%,-19.05%,13.33%,Energy,$9.98 M
1856,DDT,Datadot Technology Ltd,$0.01,14.29%,0.00%,-5.88%,33.33%,Consumer Discretionary,$9.95 M
1857,SGI,Stealth Global Holdings Ltd,$0.10,-0.50%,0.51%,-9.55%,4.74%,Industrials,$9.92 M
1858,CPO,Culpeo Minerals Ltd,$0.23,-6.25%,-8.16%,50.00%,12.50%,Materials,$9.9 M
1859,A8G,Australasian Metals Ltd,$0.24,41.18%,20.00%,-38.46%,77.78%,Materials,$9.88 M
1860,SW1,Swift Networks Group Ltd,$0.02,-15.00%,-15.00%,-8.11%,-5.56%,Communication Services,$9.86 M
1861,NC6,Nanollose Ltd,$0.07,-7.04%,0.00%,-26.67%,-28.26%,Health Care,$9.83 M
1862,GLA,Gladiator Resources Ltd,$0.02,-5.00%,-7.32%,-20.83%,35.71%,Materials,$9.83 M
1863,IMB,Intelligent Monitoring Group Ltd,$0.08,5.26%,-16.67%,-40.74%,-88.92%,Industrials,$9.82 M
1864,LNU,Linius Technologies Ltd,$0.01,-9.09%,-9.09%,-16.67%,-73.68%,Information Technology,$9.8 M
1865,TMR,Tempus Resources Ltd,$0.07,-18.89%,21.67%,5.80%,-59.44%,Materials,$9.77 M
1866,CUS,Copper Search Ltd,$0.19,-5.13%,-11.91%,-30.19%,-47.14%,Materials,$9.77 M
1867,HXG,Hexagon Energy Materials Ltd,$0.02,-7.32%,-17.39%,-29.63%,-73.97%,Materials,$9.75 M
1868,KLO,Kingsland Global Ltd,$0.02,0.00%,0.00%,0.00%,4.35%,Real Estate,$9.72 M
1869,BOA,Boadicea Resources Ltd,$0.13,-3.85%,-16.67%,-21.88%,-40.48%,Materials,$9.71 M
1870,SGC,Sacgasco Ltd,$0.02,6.67%,-5.88%,-23.81%,-42.86%,Energy,$9.68 M
1871,BEX,Bikeexchange Ltd,$0.03,-24.44%,70.00%,13.33%,-82.92%,Consumer Discretionary,$9.65 M
1872,CLH,Collection House Ltd,$0.07,-2.86%,4.62%,-24.44%,-57.50%,Financials,$9.65 M
1873,VOR,Vortiv Ltd,$0.02,11.77%,5.56%,-13.64%,-49.20%,Information Technology,$9.6 M
1874,BUY,Bounty Oil & Gas NL,$0.01,0.00%,0.00%,-12.50%,-62.16%,Energy,$9.59 M
1875,PGY,Pilot Energy Ltd,$0.02,0.00%,-13.64%,-5.00%,-76.83%,Energy,$9.58 M
1876,ZLD,Zelira Therapeutics Ltd,$1.00,3.09%,0.00%,-17.36%,-87.30%,Health Care,$9.58 M
1877,FXG,FELIX Gold Ltd,$0.12,4.55%,9.52%,-8.00%,-32.35%,Materials,$9.51 M
1878,RLC,Reedy Lagoon Corporation Ltd,$0.02,0.00%,0.00%,-34.62%,13.33%,Materials,$9.48 M
1879,AD1,AD1 Holdings Ltd,$0.01,16.67%,7.69%,-17.65%,-62.16%,Communication Services,$9.46 M
1880,CTQ,Careteq Ltd,$0.08,-3.49%,-7.78%,-27.83%,-58.50%,Health Care,$9.44 M
1881,OZM,Ozaurum Resources Ltd,$0.17,3.13%,0.00%,-15.39%,37.50%,Materials,$9.44 M
1882,ID8,Identitii Ltd,$0.05,-7.84%,-4.08%,-14.55%,-46.05%,Information Technology,$9.44 M
1883,KOB,Koba Resources Ltd,$0.15,3.57%,-3.33%,-23.68%,-27.50%,Materials,$9.43 M
1884,HCT,Holista Colltech Ltd,$0.03,17.24%,-2.86%,17.24%,-46.88%,Consumer Staples,$9.36 M
1885,JAV,Javelin Minerals Ltd,$0.00,0.00%,0.00%,0.00%,-60.00%,Materials,$9.35 M
1886,BRX,Belararox Ltd,$0.33,-2.94%,-25.00%,-43.10%,65.00%,Materials,$9.35 M
1887,CAQ,CAQ Holdings Ltd,$0.01,0.00%,0.00%,0.00%,-31.58%,Real Estate,$9.33 M
1888,IND,Industrial Minerals Ltd,$0.32,-7.35%,-3.08%,6.78%,57.50%,Materials,$9.26 M
1889,AAJ,Aruma Resources Ltd,$0.06,-3.28%,-11.94%,-10.61%,-9.23%,Materials,$9.26 M
1890,SRY,Story-I Ltd,$0.02,0.00%,0.00%,0.00%,0.00%,Consumer Discretionary,$9.03 M
1891,ARE,Argonaut Resources NL,$0.00,0.00%,-16.67%,-16.67%,-58.33%,Materials,$9.02 M
1892,AWV,Anova Metals Ltd,$0.01,-14.29%,-40.00%,-57.14%,-70.00%,Materials,$8.99 M
1893,B4P,Beforepay Group Ltd,$0.27,1.92%,-1.85%,-50.00%,-92.23%,Financials,$8.97 M
1894,AX8,Accelerate Resources Ltd,$0.03,13.33%,9.68%,-12.82%,3.03%,Materials,$8.96 M
1895,HVM,Happy Valley Nutrition Ltd,$0.04,-6.67%,-20.76%,-20.76%,-73.75%,Consumer Staples,$8.93 M
1896,DOU,Douugh Ltd,$0.02,0.00%,-6.25%,-34.78%,-84.54%,Information Technology,$8.92 M
1897,GRE,Greentech Metals Ltd,$0.29,-13.64%,21.28%,62.86%,42.50%,Materials,$8.91 M
1898,OAU,Ora Gold Ltd,$0.01,12.50%,0.00%,-25.00%,-52.45%,Materials,$8.86 M
1899,INP,Incentiapay Ltd,$0.01,-12.50%,-36.36%,-53.33%,-72.98%,Consumer Discretionary,$8.86 M
1900,NPM,Newpeak Metals Ltd,$0.00,0.00%,0.00%,0.00%,-50.00%,Materials,$8.85 M
1901,DXN,DXN Ltd,$0.01,0.00%,20.00%,0.00%,-40.00%,Information Technology,$8.83 M
1902,CXZ,Connexion Telematics Ltd,$0.01,0.00%,0.00%,11.11%,-37.50%,Information Technology,$8.81 M
1903,BDG,Black Dragon Gold Corp,$0.04,-22.81%,-21.43%,-30.16%,-40.54%,Materials,$8.77 M
1904,MEG,Megado Gold Ltd,$0.08,0.00%,0.00%,-44.83%,-51.52%,Materials,$8.72 M
1905,ABV,Advanced Braking Technology Ltd,$0.02,0.00%,0.00%,-30.30%,-34.29%,Consumer Discretionary,$8.72 M
1906,HPP,Health and Plant Protein Group Ltd,$0.07,0.00%,-2.74%,-26.80%,-73.21%,Consumer Staples,$8.72 M
1907,DMC,Design Milk Co Ltd,$0.24,-20.00%,-20.00%,-31.43%,-36.84%,Consumer Discretionary,$8.71 M
1908,G50,Gold 50 Ltd,$0.16,0.00%,-13.89%,-26.19%,-38.00%,Materials,$8.68 M
1909,GIB,Gibb River Diamonds Ltd,$0.04,5.13%,-14.58%,-22.64%,-33.87%,Materials,$8.67 M
1910,SHH,Shree Minerals Ltd,$0.01,0.00%,-12.50%,-22.22%,-41.67%,Materials,$8.67 M
1911,SKN,Skin Elements Ltd,$0.02,-4.76%,-4.76%,-33.33%,-80.00%,Consumer Staples,$8.66 M
1912,VIP,VIP Gloves Ltd,$0.01,0.00%,-8.33%,-31.25%,-76.09%,Health Care,$8.65 M
1913,AM7,Arcadia Minerals Ltd,$0.19,0.00%,-2.63%,-15.91%,-5.13%,Materials,$8.64 M
1914,SIV,SIV Capital Ltd,$0.22,0.00%,0.00%,7.32%,-24.14%,Industrials,$8.64 M
1915,DM1,Desert Metals Ltd,$0.18,0.00%,-18.18%,-40.98%,-70.25%,Materials,$8.64 M
1916,OD6,OD6 Metals Ltd,$0.18,2.94%,-12.50%,-12.50%,-12.50%,Materials,$8.63 M
1917,OAR,OAR Resources Ltd,$0.00,-20.00%,-20.00%,-50.00%,-71.43%,Materials,$8.62 M
1918,WNR,Wingara AG Ltd,$0.05,0.00%,0.00%,-18.33%,-58.15%,Consumer Staples,$8.6 M
1919,AUR,Auris Minerals Ltd,$0.02,-5.26%,0.00%,-28.00%,-65.39%,Materials,$8.58 M
1920,AL3,AML3D Ltd,$0.06,3.64%,-21.92%,-28.75%,-65.46%,Industrials,$8.58 M
1921,TD1,Tali Digital Ltd,$0.01,16.67%,16.67%,16.67%,-77.90%,Health Care,$8.57 M
1922,SI6,SI6 Metals Ltd,$0.01,0.00%,-7.69%,-29.41%,-45.46%,Materials,$8.57 M
1923,BEE,Broo Ltd,$0.01,0.00%,0.00%,0.00%,-43.75%,Consumer Staples,$8.57 M
1924,KFM,Kingfisher Mining Ltd,$0.25,0.00%,-12.28%,-7.41%,29.87%,Materials,$8.56 M
1925,EMT,Emetals Ltd,$0.01,0.00%,-9.09%,-23.08%,-52.38%,Materials,$8.5 M
1926,WCN,White Cliff Minerals Ltd,$0.01,0.00%,-18.75%,-40.91%,8.33%,Materials,$8.5 M
1927,AVW,Avira Resources Ltd,$0.00,0.00%,0.00%,0.00%,-20.00%,Materials,$8.48 M
1928,REC,Recharge Metals Ltd,$0.26,10.64%,26.83%,4.00%,30.00%,Materials,$8.47 M
1929,X2M,X2M Connect Ltd,$0.10,6.38%,5.26%,-4.76%,-60.00%,Information Technology,$8.46 M
1930,RAN,Range International Ltd,$0.01,-10.00%,0.00%,-18.18%,-28.00%,Materials,$8.45 M
1931,GRL,Godolphin Resources Ltd,$0.10,0.00%,5.26%,-13.04%,-37.50%,Materials,$8.41 M
1932,NKL,Nickelx Ltd,$0.14,3.85%,17.39%,-22.86%,-18.18%,Materials,$8.38 M
1933,AKN,Auking Mining Ltd,$0.08,2.44%,9.09%,-14.29%,-39.48%,Materials,$8.37 M
1934,HT8,Harris Technology Group Ltd,$0.03,0.00%,0.00%,-12.50%,-77.60%,Consumer Discretionary,$8.35 M
1935,IS3,I Synergy Group Ltd,$0.03,0.00%,-24.39%,-60.26%,-32.61%,Information Technology,$8.32 M
1936,ACP,Audalia Resources Ltd,$0.01,0.00%,0.00%,0.00%,-52.00%,Materials,$8.31 M
1937,LYN,Lycaon Resources Ltd,$0.26,4.00%,-21.21%,-40.91%,30.00%,Materials,$8.3 M
1938,BEZ,Besra Gold Inc,$0.05,0.00%,-4.00%,-46.07%,-76.00%,Materials,$8.25 M
1939,RMX,Red Mountain Mining Ltd,$0.01,-16.67%,0.00%,-41.18%,-44.44%,Materials,$8.21 M
1940,FAU,First Au Ltd,$0.01,-9.09%,-16.67%,-23.08%,-28.57%,Materials,$8.19 M
1941,AUA,Audeara Ltd,$0.11,4.76%,13.40%,37.50%,11.11%,Consumer Discretionary,$8.16 M
1942,MHK,Metal Hawk Ltd,$0.16,0.00%,10.35%,-30.44%,-33.33%,Materials,$8.13 M
1943,AYT,Austin Metals Ltd,$0.01,14.29%,-11.11%,-42.86%,-69.23%,Materials,$8.13 M
1944,GGX,GAS2GRID Ltd,$0.00,0.00%,-20.00%,-20.00%,0.00%,Energy,$8.12 M
1945,CT1,Constellation Technologies Ltd,$0.01,10.00%,10.00%,-21.43%,-65.63%,Information Technology,$8.09 M
1946,KFE,Kogi Iron Ltd,$0.01,25.00%,-16.67%,-16.67%,-64.29%,Materials,$8.09 M
1947,ZMI,ZINC of Ireland NL,$0.04,0.00%,-11.11%,-40.30%,-39.39%,Materials,$8.08 M
1948,IGN,Ignite Ltd,$0.09,0.00%,5.88%,-30.77%,52.54%,Industrials,$8.06 M
1949,TAS,Tasman Resources Ltd,$0.01,0.00%,-14.29%,-33.33%,-55.56%,Materials,$8.05 M
1950,TRM,Truscott Mining Corporation Ltd,$0.05,-3.64%,-3.64%,10.42%,76.67%,Materials,$8.05 M
1951,OLH,Oldfields Holdings Ltd,$0.05,0.00%,0.00%,-4.00%,-30.44%,Industrials,$8.05 M
1952,CI1,Credit Intelligence Ltd,$0.10,7.53%,3.09%,-16.67%,-70.59%,Industrials,$8.01 M
1953,SLZ,Sultan Resources Ltd,$0.10,1.05%,-4.00%,-38.07%,-52.00%,Materials,$8 M
1954,TSC,Twenty Seven Co. Ltd,$0.00,20.00%,0.00%,0.00%,-25.00%,Energy,$7.98 M
1955,S3N,Sensore Ltd,$0.38,7.04%,-7.32%,-41.99%,-55.29%,Materials,$7.94 M
1956,NSX,NSX Ltd,$0.03,3.70%,-20.00%,-42.86%,-76.67%,Financials,$7.91 M
1957,MPG,Many Peaks Gold Ltd,$0.25,0.00%,22.50%,-37.98%,22.50%,Materials,$7.86 M
1958,ABE,Australian Bond Exchange Holdings Ltd,$0.23,7.14%,-22.41%,-33.82%,-65.39%,Financials,$7.85 M
1959,GES,Genesis Resources Ltd,$0.01,0.00%,-23.08%,0.00%,-16.67%,Materials,$7.83 M
1960,VMM,Viridis Mining and Minerals Ltd,$0.25,0.00%,-9.09%,-10.71%,-37.50%,Materials,$7.8 M
1961,IMI,Infinity Mining Ltd,$0.14,-6.90%,-3.57%,-10.00%,-32.50%,Materials,$7.76 M
1962,MSG,MCS Services Ltd,$0.04,0.00%,7.90%,2.50%,-34.92%,Industrials,$7.75 M
1963,WEC,White Energy Company Ltd,$0.01,0.00%,0.00%,-23.08%,-92.00%,Energy,$7.74 M
1964,TEE,Top End Energy Ltd,$0.22,4.88%,4.88%,-17.31%,7.50%,Energy,$7.74 M
1965,PVL,Powerhouse Ventures Ltd,$0.06,1.59%,-1.54%,-23.81%,-36.00%,Financials,$7.73 M
1966,FRM,Farm Pride Foods Ltd,$0.14,-3.45%,3.70%,-17.65%,-63.16%,Consumer Staples,$7.73 M
1967,DTM,Dart Mining NL,$0.06,0.00%,-1.72%,-17.39%,-56.15%,Materials,$7.71 M
1968,BYH,Bryah Resources Ltd,$0.03,3.03%,-2.86%,-27.66%,-43.33%,Materials,$7.69 M
1969,NCR,Nucoal Resources Ltd,$0.01,0.00%,0.00%,-9.09%,-9.09%,Materials,$7.69 M
1970,CXX,Cradle Resources Ltd,$0.04,0.00%,0.00%,0.00%,31.02%,Materials,$7.69 M
1971,BVR,Bellavista Resources Ltd,$0.21,2.44%,-10.64%,-16.00%,5.00%,Materials,$7.66 M
1972,TMX,Terrain Minerals Ltd,$0.01,0.00%,25.00%,0.00%,11.11%,Materials,$7.61 M
1973,KAL,Kalgoorlie Gold Mining Ltd,$0.11,5.00%,-4.55%,-4.55%,-47.50%,Materials,$7.61 M
1974,DOR,Doriemus Plc,$0.06,1.61%,-21.25%,-30.00%,-60.49%,Energy,$7.58 M
1975,GCX,GCX Metals Ltd,$0.05,-8.00%,12.20%,12.20%,12.20%,Energy,$7.56 M
1976,CBL,Control Bionics Ltd,$0.15,0.00%,0.00%,-31.82%,-78.10%,Health Care,$7.55 M
1977,RFR,Rafaella Resources Ltd,$0.03,0.00%,-11.11%,-20.00%,-64.44%,Materials,$7.51 M
1978,ADD,Adavale Resources Ltd,$0.02,-8.70%,-22.22%,-30.00%,-77.17%,Materials,$7.5 M
1979,CR1,Constellation Resources Ltd,$0.15,0.00%,0.00%,-25.00%,-58.33%,Materials,$7.49 M
1980,OXT,Orexplore Technologies Ltd,$0.07,-4.00%,2.86%,2.86%,-71.20%,Industrials,$7.46 M
1981,ATV,Activeport Group Ltd,$0.08,-1.32%,-6.25%,-34.78%,-62.50%,Information Technology,$7.45 M
1982,CMD,Cassius Mining Ltd,$0.02,0.00%,0.00%,0.00%,53.33%,Materials,$7.43 M
1983,SSH,SSH Group Ltd,$0.19,0.00%,-7.50%,-15.91%,-7.50%,Industrials,$7.43 M
1984,BOD,BOD Australia Ltd,$0.07,-7.90%,-10.26%,-53.33%,-79.71%,Health Care,$7.41 M
1985,ALM,Alma Metals Ltd,$0.01,0.00%,-28.57%,-47.37%,-54.55%,Energy,$7.39 M
1986,A3D,Aurora Labs Ltd,$0.04,21.21%,-6.98%,-33.33%,-41.18%,Industrials,$7.37 M
1987,NIS,Nickelsearch Ltd,$0.13,4.17%,4.17%,-16.67%,-37.50%,Materials,$7.32 M
1988,BPH,BPH Energy Ltd,$0.01,-4.35%,-15.39%,-26.67%,-84.93%,Health Care,$7.31 M
1989,HVY,Heavy Minerals Ltd,$0.19,2.70%,-2.56%,0.00%,-5.00%,Materials,$7.31 M
1990,ERL,Empire Resources Ltd,$0.01,0.00%,-12.50%,-22.22%,-41.10%,Materials,$7.27 M
1991,NGS,Nutritional Growth Solutions Ltd,$0.11,-4.55%,-8.70%,-25.00%,-56.25%,Consumer Staples,$7.27 M
1992,PO3,Purifloh Ltd,$0.23,-9.80%,-20.69%,-13.21%,-86.47%,Utilities,$7.25 M
1993,FIN,FIN Resources Ltd,$0.01,8.33%,-27.78%,-50.00%,-74.00%,Materials,$7.23 M
1994,EPN,Epsilon Healthcare Ltd,$0.03,50.00%,42.86%,-9.09%,-76.92%,Health Care,$7.21 M
1995,E79,E79 Gold Mines Ltd,$0.13,-3.70%,-3.70%,-10.35%,-35.00%,Materials,$7.21 M
1996,EMP,Emperor Energy Ltd,$0.03,0.00%,-11.11%,-25.58%,-5.88%,Energy,$7.2 M
1997,JXT,Jaxsta Ltd,$0.02,-4.55%,-4.55%,-44.74%,-64.41%,Information Technology,$7.19 M
1998,ZMM,ZIMI Ltd,$0.11,46.67%,20.88%,-8.33%,-56.86%,Information Technology,$7.19 M
1999,NAE,New Age Exploration Ltd,$0.01,-16.67%,-28.57%,-50.00%,-61.54%,Energy,$7.18 M
2000,SRI,Sipa Resources Ltd,$0.04,6.06%,-2.78%,-10.26%,-35.19%,Materials,$7.18 M
2001,IPC,Imperial Pacific Ltd,$1.42,0.00%,0.71%,0.71%,18.33%,Financials,$7.17 M
2002,AER,Aeeris Ltd,$0.10,0.00%,0.00%,-16.67%,-35.48%,Communication Services,$7.16 M
2003,LRD,Lord Resources Ltd,$0.23,9.76%,25.00%,-30.77%,12.50%,Materials,$7.15 M
2004,SLB,Stelar Metals Ltd,$0.19,-1.30%,0.00%,-5.00%,-5.00%,Materials,$7.13 M
2005,ERW,Errawarra Resources Ltd,$0.18,5.88%,5.88%,-2.70%,-20.00%,Materials,$7.12 M
2006,RNX,Renegade Exploration Ltd,$0.01,0.00%,0.00%,-20.00%,33.33%,Materials,$7.12 M
2007,TTB,Total Brain Ltd,$0.05,-3.64%,1.92%,-41.11%,-82.75%,Health Care,$7.09 M
2008,FFF,Forbidden Foods Ltd,$0.09,-1.10%,4.65%,-25.00%,-60.00%,Consumer Staples,$7.08 M
2009,NMR,Native Mineral Resources Holdings Ltd,$0.16,0.00%,0.00%,-5.88%,-42.27%,Materials,$7.06 M
2010,BXN,Bioxyne Ltd,$0.01,0.00%,-15.39%,-21.43%,-63.33%,Consumer Staples,$7.04 M
2011,AAP,Australian Agricultural Projects Ltd,$0.02,4.55%,-4.17%,4.55%,4.55%,Consumer Staples,$7.02 M
2012,PRX,Prodigy Gold NL,$0.01,-7.69%,-14.29%,-36.84%,-70.00%,Materials,$6.99 M
2013,SFM,Santa Fe Minerals Ltd,$0.10,0.00%,0.00%,-4.00%,6.67%,Materials,$6.99 M
2014,BPM,BPM Minerals Ltd,$0.13,0.00%,-3.85%,-32.43%,-64.29%,Materials,$6.99 M
2015,NRX,Noronex Ltd,$0.04,5.13%,17.14%,-18.00%,-71.72%,Materials,$6.99 M
2016,ODE,Odessa Minerals Ltd,$0.01,8.33%,18.18%,-23.53%,116.67%,Materials,$6.98 M
2017,EQN,Equinox Resources Ltd,$0.16,-6.06%,-13.89%,-11.43%,-22.50%,Materials,$6.98 M
2018,KOR,Korab Resources Ltd,$0.02,-5.00%,-20.83%,-32.14%,35.71%,Materials,$6.97 M
2019,NME,NEX Metals Exploration Ltd,$0.03,-31.58%,-25.71%,-18.75%,-10.35%,Materials,$6.94 M
2020,MRI,My Rewards International Ltd,$0.05,0.00%,0.00%,-15.00%,-74.50%,Industrials,$6.94 M
2021,VMG,VDM Group Ltd,$0.00,0.00%,0.00%,-50.00%,-60.00%,Industrials,$6.93 M
2022,TML,Timah Resources Ltd,$0.08,0.00%,7.14%,7.14%,13.64%,Utilities,$6.88 M
2023,GNM,Great Northern Minerals Ltd,$0.00,0.00%,0.00%,-20.00%,-66.67%,Materials,$6.84 M
2024,SAU,Southern Gold Ltd,$0.03,0.00%,-8.57%,-15.79%,-54.29%,Materials,$6.83 M
2025,BLZ,BLAZE Minerals Ltd,$0.02,0.00%,0.00%,-29.63%,-38.71%,Energy,$6.79 M
2026,ECG,Ecargo Holdings Ltd,$0.01,-8.33%,0.00%,-26.67%,-57.69%,Industrials,$6.77 M
2027,RD1,Registry Direct Ltd,$0.02,0.00%,0.00%,33.33%,-20.00%,Information Technology,$6.69 M
2028,AHK,Ark Mines Ltd,$0.20,0.00%,-21.57%,-33.33%,488.24%,Materials,$6.66 M
2029,EXL,Elixinol Wellness Ltd,$0.02,0.00%,-8.70%,-56.25%,-83.85%,Consumer Staples,$6.64 M
2030,SVS,Sunvest Corporation Ltd,$0.55,0.00%,0.00%,0.00%,9.00%,Financials,$6.63 M
2031,BPP,Babylon Pump & Power Ltd,$0.01,-9.09%,0.00%,-44.44%,-68.75%,Industrials,$6.62 M
2032,BAS,Bass Oil Ltd,$0.04,-7.50%,-7.50%,-13.95%,-38.33%,Energy,$6.61 M
2033,RML,Resolution Minerals Ltd,$0.01,0.00%,6.67%,-27.27%,-65.22%,Materials,$6.59 M
2034,PFE,Pantera Minerals Ltd,$0.13,8.33%,8.33%,4.00%,-35.00%,Materials,$6.57 M
2035,CZL,Consolidated ZINC Ltd,$0.02,12.50%,-10.00%,-25.00%,-51.35%,Materials,$6.54 M
2036,MTR,Metal Tiger Plc,$0.33,0.00%,0.00%,0.00%,-41.07%,Materials,$6.53 M
2037,MGG,Mogul Games Group Ltd,$0.00,0.00%,0.00%,-42.86%,-71.43%,Communication Services,$6.52 M
2038,LV1,Live Verdure Ltd,$0.16,-13.89%,-13.89%,-27.91%,-18.42%,Consumer Staples,$6.52 M
2039,CMX,CHEMX Materials Ltd,$0.14,-6.67%,-15.15%,-37.78%,-30.00%,Materials,$6.49 M
2040,1ST,1ST Group Ltd,$0.01,25.00%,25.00%,-28.57%,-73.60%,Health Care,$6.44 M
2041,XST,Xstate Resources Ltd,$0.00,0.00%,-33.33%,-33.33%,-60.00%,Energy,$6.43 M
2042,RIE,Riedel Resources Ltd,$0.01,-14.29%,-33.33%,-25.00%,-53.85%,Materials,$6.43 M
2043,FG1,FLYNN Gold Ltd,$0.10,0.00%,-16.67%,-28.57%,-33.33%,Materials,$6.41 M
2044,LGM,Legacy Minerals Holdings Ltd,$0.14,0.00%,0.00%,-3.45%,-30.00%,Materials,$6.35 M
2045,APG,Austpac Resources NL,$0.00,0.00%,0.00%,0.00%,0.00%,Materials,$6.33 M
2046,LDR,Lode Resources Ltd,$0.16,-3.03%,6.67%,-3.03%,-20.00%,Materials,$6.33 M
2047,RLG,Roolife Group Ltd,$0.01,12.50%,0.00%,-25.00%,-65.39%,Communication Services,$6.32 M
2048,NNG,Nexion Group Ltd,$0.08,-2.50%,11.43%,16.42%,-58.95%,Information Technology,$6.31 M
2049,VTI,Visioneering Technologies Inc,$0.26,8.33%,4.00%,-29.73%,-76.36%,Health Care,$6.28 M
2050,HAR,Haranga Resources Ltd,$0.15,-14.29%,-18.92%,-6.25%,-25.00%,Materials,$6.27 M
2051,FIJ,Fiji Kava Ltd,$0.03,-15.39%,0.00%,-26.67%,-65.26%,Consumer Staples,$6.27 M
2052,NTL,New Talisman Gold Mines Ltd,$0.00,33.33%,0.00%,0.00%,-33.33%,Materials,$6.25 M
2053,SRR,Sarama Resources Ltd,$0.16,0.00%,0.00%,-11.11%,-20.00%,Materials,$6.22 M
2054,SE1,Sensera Ltd,$0.02,0.00%,0.00%,0.00%,-67.39%,Information Technology,$6.21 M
2055,CPT,Cipherpoint Ltd,$0.02,0.00%,0.00%,-2.78%,-45.31%,Information Technology,$6.2 M
2056,VKA,Viking Mines Ltd,$0.01,0.00%,-14.29%,-25.00%,-64.71%,Materials,$6.15 M
2057,VAR,Variscan Mines Ltd,$0.02,0.00%,-4.17%,-30.30%,-68.49%,Materials,$6.13 M
2058,G88,Golden Mile Resources Ltd,$0.03,0.00%,-21.05%,-38.78%,-44.44%,Materials,$6.11 M
2059,CLT,Cellnet Group Ltd,$0.03,4.17%,0.00%,-16.67%,-54.55%,Information Technology,$6.09 M
2060,CML,Chase Mining Corporation Ltd,$0.01,0.00%,-27.78%,-7.14%,-18.75%,Materials,$6.09 M
2061,SHG,Singular Health Group Ltd,$0.09,3.33%,1.09%,-38.00%,-70.94%,Health Care,$6.07 M
2062,ODM,Odin Metals Ltd,$0.01,0.00%,-7.14%,-35.00%,-60.61%,Materials,$6.06 M
2063,AIV,Activex Ltd,$0.03,0.00%,-15.15%,-40.43%,-83.53%,Materials,$6.05 M
2064,EMU,EMU NL,$0.01,15.79%,0.00%,-31.25%,-50.00%,Materials,$6.05 M
2065,OLL,Openlearning Ltd,$0.03,3.70%,-6.67%,-42.86%,-76.07%,Information Technology,$6 M
2066,KNB,Koonenberry Gold Ltd,$0.08,0.00%,-11.11%,-11.11%,-60.00%,Materials,$5.98 M
2067,9SP,9 Spokes International Ltd,$0.00,0.00%,0.00%,0.00%,-73.33%,Information Technology,$5.97 M
2068,TMB,Tambourah Metals Ltd,$0.15,3.57%,3.57%,-32.56%,-27.50%,Materials,$5.97 M
2069,GMN,Gold Mountain Ltd,$0.01,0.00%,-16.67%,-16.67%,-83.42%,Materials,$5.97 M
2070,CVR,Cavalier Resources Ltd,$0.20,0.00%,-2.50%,-2.50%,-2.50%,Materials,$5.93 M
2071,1AG,Alterra Ltd,$0.02,0.00%,-5.56%,20.89%,-61.42%,Consumer Staples,$5.91 M
2072,BMM,Balkan Mining and Minerals Ltd,$0.18,-2.70%,-5.26%,-33.33%,-10.00%,Materials,$5.9 M
